"","년도","학기","학번(입학연도)","class_number","소속","교과목번호","교과목명","이수구분","교직영역","선택영역","학점","등급","평가방식","평점","재수강"
"13822","2016","2학기","16","s1415","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13823","2016","1학기","16","s1416","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13824","2016","2학기","16","s1416","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13825","2016","2학기","16","s1416","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13826","2016","1학기","16","s1417","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13827","2016","2학기","16","s1417","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13828","2016","2학기","16","s1417","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13829","2016","1학기","16","s1418","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13830","2016","2학기","16","s1418","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13831","2016","2학기","16","s1418","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13832","2016","1학기","16","s1419","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13833","2016","2학기","16","s1419","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13834","2016","2학기","16","s1419","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13835","2016","1학기","16","s1420","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13836","2016","2학기","16","s1420","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13837","2016","2학기","16","s1420","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"13838","2016","1학기","16","s1421","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13839","2016","2학기","16","s1421","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13840","2016","2학기","16","s1421","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13841","2016","1학기","16","s1422","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13842","2016","2학기","16","s1422","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13843","2016","2학기","16","s1422","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13844","2016","1학기","16","s1423","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13845","2016","2학기","16","s1423","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13846","2016","2학기","16","s1423","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A+","GRADE","4.5",NA
"13847","2016","1학기","16","s1424","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13848","2016","2학기","16","s1424","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13849","2016","2학기","16","s1424","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13850","2016","1학기","16","s1425","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13851","2016","2학기","16","s1425","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13852","2016","2학기","16","s1425","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13853","2016","1학기","16","s1426","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13854","2016","2학기","16","s1426","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13855","2016","2학기","16","s1426","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13856","2016","1학기","16","s1427","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13857","2016","2학기","16","s1427","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13858","2016","2학기","16","s1427","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13859","2016","여름학기","16","s1428","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13860","2016","2학기","16","s1428","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13861","2016","2학기","16","s1429","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A+","GRADE","4.5",NA
"13862","2016","겨울학기","16","s1429","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5","2016-여름 009912 C프로그래밍및실습(학부)"
"13863","2016","1학기","16","s1430","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13864","2016","2학기","16","s1430","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"13865","2016","여름학기","16","s1431","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13866","2016","2학기","16","s1431","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"13867","2016","1학기","16","s1432","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13868","2016","2학기","16","s1432","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13869","2016","1학기","16","s1433","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13870","2016","2학기","16","s1433","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13871","2016","2학기","16","s1433","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B0","GRADE","3.0",NA
"13872","2016","1학기","16","s1434","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13873","2016","2학기","16","s1434","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13874","2016","2학기","16","s1434","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13875","2016","1학기","16","s1435","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13876","2016","2학기","16","s1435","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13877","2016","2학기","16","s1435","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13878","2016","1학기","16","s1436","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13879","2016","2학기","16","s1436","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13880","2016","2학기","16","s1436","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13881","2016","여름학기","16","s1437","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13882","2016","2학기","16","s1437","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13883","2016","1학기","16","s1438","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13884","2016","2학기","16","s1438","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13885","2016","2학기","16","s1438","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13886","2016","2학기","16","s1439","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0","2016-여름 009912 C프로그래밍및실습(학부)"
"13887","2016","2학기","16","s1439","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13888","2016","여름학기","16","s1440","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13889","2016","2학기","16","s1440","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13890","2016","1학기","16","s1441","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13891","2016","2학기","16","s1441","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13892","2016","2학기","16","s1441","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13893","2016","1학기","16","s1442","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13894","2016","2학기","16","s1442","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13895","2016","2학기","16","s1442","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13896","2016","1학기","16","s1443","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13897","2016","2학기","16","s1443","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13898","2016","2학기","16","s1443","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13899","2016","1학기","16","s1444","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13900","2016","2학기","16","s1444","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13901","2016","2학기","16","s1444","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13902","2016","1학기","16","s1445","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13903","2016","2학기","16","s1445","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13904","2016","2학기","16","s1445","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13905","2016","1학기","16","s1446","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13906","2016","2학기","16","s1446","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13907","2016","2학기","16","s1446","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13908","2016","여름학기","16","s1447","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13909","2016","2학기","16","s1447","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"13910","2016","1학기","16","s1448","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13911","2016","2학기","16","s1448","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13912","2016","2학기","16","s1448","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13913","2016","여름학기","16","s1449","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13914","2016","2학기","16","s1449","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13915","2016","2학기","16","s1449","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13916","2016","1학기","16","s1450","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13917","2016","2학기","16","s1450","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13918","2016","1학기","16","s1451","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13919","2016","2학기","16","s1451","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13920","2016","2학기","16","s1451","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"13921","2016","1학기","16","s1452","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13922","2016","2학기","16","s1452","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13923","2016","2학기","16","s1452","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13924","2016","1학기","16","s1453","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13925","2016","2학기","16","s1453","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13926","2016","2학기","16","s1453","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13927","2016","1학기","16","s1454","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13928","2016","2학기","16","s1454","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13929","2016","2학기","16","s1454","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B0","GRADE","3.0",NA
"13930","2016","1학기","16","s1455","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13931","2016","2학기","16","s1455","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13932","2016","2학기","16","s1455","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13933","2016","1학기","16","s1456","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13934","2016","2학기","16","s1456","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13935","2016","겨울학기","16","s1456","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13936","2016","여름학기","16","s1457","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","F","GRADE","0.0",NA
"13937","2016","2학기","16","s1457","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"13938","2016","1학기","16","s1458","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13939","2016","2학기","16","s1458","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13940","2016","2학기","16","s1458","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A0","GRADE","4.0",NA
"13941","2016","2학기","16","s1459","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","FA","GRADE","0.0",NA
"13942","2016","1학기","16","s1460","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13943","2016","2학기","16","s1460","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13944","2016","2학기","16","s1460","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13945","2016","1학기","16","s1461","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13946","2016","2학기","16","s1461","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A+","GRADE","4.5",NA
"13947","2016","1학기","16","s1462","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13948","2016","2학기","16","s1462","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13949","2016","2학기","16","s1462","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13950","2016","1학기","16","s1463","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13951","2016","2학기","16","s1463","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13952","2016","1학기","16","s1464","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13953","2016","2학기","16","s1464","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13954","2016","2학기","16","s1464","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13955","2016","1학기","16","s1465","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13956","2016","2학기","16","s1465","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13957","2016","2학기","16","s1465","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13958","2016","1학기","16","s1466","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13959","2016","2학기","16","s1466","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13960","2016","2학기","16","s1466","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13961","2016","1학기","16","s1467","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13962","2016","2학기","16","s1467","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13963","2016","2학기","16","s1467","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13964","2016","여름학기","16","s1468","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13965","2016","2학기","16","s1468","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13966","2016","1학기","16","s1469","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13967","2016","2학기","16","s1469","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13968","2016","2학기","16","s1469","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13969","2016","1학기","16","s1470","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13970","2016","2학기","16","s1470","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13971","2016","1학기","16","s1471","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13972","2016","2학기","16","s1471","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13973","2016","1학기","16","s1472","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13974","2016","2학기","16","s1472","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13975","2016","2학기","16","s1472","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13976","2016","2학기","16","s1473","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0","2016-여름 009912 C프로그래밍및실습(학부)"
"13977","2016","2학기","16","s1473","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13978","2016","1학기","16","s1474","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13979","2016","2학기","16","s1474","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13980","2016","2학기","16","s1474","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13981","2016","1학기","16","s1475","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13982","2016","2학기","16","s1475","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13983","2016","2학기","16","s1475","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13984","2016","1학기","16","s1476","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13985","2016","2학기","16","s1476","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13986","2016","2학기","16","s1476","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13987","2016","1학기","16","s1477","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"13988","2016","2학기","16","s1477","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"13989","2016","2학기","16","s1477","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A0","GRADE","4.0",NA
"13990","2016","1학기","16","s1478","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"13991","2016","2학기","16","s1478","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13992","2016","2학기","16","s1478","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"13993","2016","1학기","16","s1479","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
